xeval_RLT_loss,xeval_RLT_video_acc,xeval_RLT_video_f1,xeval_RLT_video_auc,xeval_BOL_loss,xeval_BOL_video_acc,xeval_BOL_video_f1,xeval_BOL_video_auc,epoch,lr,train_loss,train_chunk_acc,train_video_acc,train_chunk_f1,train_video_f1,train_chunk_auc,train_video_auc,test_loss,test_chunk_acc,test_video_acc,test_chunk_f1,test_video_f1,test_chunk_auc,test_video_auc
0.7720719755681094,0.512396694214876,0.4019435369020692,0.42131147540983604,0.5210379929186897,0.8316008316008316,0.5269714077581497,0.5639375684556407,1,4.9453690018345144e-05,0.437320285042127,0.83125,0.83125,0.8227692307692308,0.8227692307692308,0.9540710449218749,0.9540710449218749,0.6289091292888888,0.6470588235294118,0.6470588235294118,0.6146361185983827,0.6146361185983827,0.7252939622142952,0.7252939622142952
0.8637665697981504,0.5289256198347108,0.43192488262910794,0.4314207650273224,0.5173562995764174,0.7817047817047817,0.5299980457299198,0.5258579773640014,2,4.783863644106502e-05,0.23472759823004405,0.94375,0.94375,0.9428871094972215,0.9428871094972215,0.9977460588727678,0.9977460588727678,0.6288075014468162,0.6957403651115619,0.6957403651115619,0.6651543142795044,0.6651543142795044,0.7876370722684635,0.7876370722684635
0.7468298822025622,0.628099173553719,0.6244050493205491,0.5879781420765027,0.7024159574931538,0.5925155925155925,0.4783773016997167,0.5404709748083243,3,4.522542485937369e-05,0.09135242234915494,0.9979166666666667,0.9979166666666667,0.997906772897942,0.997906772897942,1.0,1.0,0.5522387743957581,0.7200811359026369,0.7200811359026369,0.7115051903114187,0.7115051903114187,0.8133670233848592,0.8133670233848592
0.8035693678481519,0.5867768595041323,0.584478021978022,0.5612021857923497,0.7559215745011542,0.5748440748440748,0.4717401140411294,0.5252464403066812,4,4.172826515897146e-05,0.061480940754214924,0.9989583333333333,0.9989583333333333,0.9989535359040741,0.9989535359040741,1.0,1.0,0.5863749067629537,0.7281947261663286,0.7281947261663286,0.7266550810989738,0.7266550810989738,0.7861837759281279,0.7861837759281279
0.8410766346395508,0.5785123966942148,0.5766618645811895,0.5912568306010929,0.830908396360687,0.5613305613305614,0.469635923725315,0.5287878787878788,5,3.7500000000000003e-05,0.037569103327890235,1.0,1.0,1.0,1.0,1.0,1.0,0.5908853152105885,0.7363083164300203,0.7363083164300203,0.733677404341611,0.733677404341611,0.804283921257762,0.804283921257762
0.837393096501916,0.6033057851239669,0.6026272577996716,0.628688524590164,0.9414970663602691,0.5114345114345115,0.44537670812786734,0.5268985031033224,6,3.272542485937369e-05,0.03384428213660916,1.0,1.0,1.0,1.0,1.0,1.0,0.5915193254909208,0.742393509127789,0.742393509127789,0.7392653237997276,0.7392653237997276,0.8113026819923371,0.8113026819923371
0.994796946383089,0.5785123966942148,0.558109559613319,0.6054644808743169,0.7424030078636974,0.6288981288981289,0.4830315975812971,0.5254107338444688,7,2.761321158169134e-05,0.03147145786012213,1.0,1.0,1.0,1.0,1.0,1.0,0.6324504508126166,0.742393509127789,0.742393509127789,0.7376923495871266,0.7376923495871266,0.8189324877790989,0.8189324877790989
0.8596458928890465,0.6446280991735537,0.6446280991735537,0.6270491803278688,1.1450893453781235,0.43243243243243246,0.39202722411278557,0.52232566630157,8,2.238678841830867e-05,0.026051494075606266,1.0,1.0,1.0,1.0,1.0,1.0,0.5822779281485465,0.7647058823529411,0.7647058823529411,0.7636468837824434,0.7636468837824434,0.8306414321574845,0.8306414321574845
0.9333098124220105,0.6115702479338843,0.6106128038343033,0.6024590163934427,1.0460650083723162,0.5031185031185031,0.4359363116704693,0.5221522453450164,9,1.7274575140626318e-05,0.024564625788480045,1.0,1.0,1.0,1.0,1.0,1.0,0.6108036175850899,0.77079107505071,0.77079107505071,0.7695623218739788,0.7695623218739788,0.8255879244285903,0.8255879244285903
0.945567658540508,0.6198347107438017,0.61960087479497,0.61775956284153,1.099554195840361,0.49376299376299376,0.4346796215381979,0.5377966411098941,10,1.2500000000000006e-05,0.022213185175011554,1.0,1.0,1.0,1.0,1.0,1.0,0.6114582044463004,0.77079107505071,0.77079107505071,0.7687780420282817,0.7687780420282817,0.8257861012022725,0.8257861012022725
